#compound_ID,Exp_label(HGMMS/HGMMI),chemical_name,SMILES,reaction_type,direct_metabolite,final_metabolite,reference_year_month,reference_title,DOI
TS0176,HGMMS,Arctiin,COC1=C(C=C(C=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC)OC,"hydrolysis, dealkylation",COC1=C(OC)C=C(C[C@H]2COC([C@@H]2CC3=CC(OC)=C(O)C=C3)=O)C=C1,OC1=C(O)C=C(C[C@H]2COC([C@@H]2CC3=CC(O)=C(O)C=C3)=O)C=C1,2016/08,Phytoestrogen Metabolism by Adult Human Gut Microbiota,10.3390/molecules21081034
TS0177,HGMMS,arctigenin,COC1=C(C=C(C=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)OC,hydrolysis,OC1=C(O)C=C(C[C@H]2COC([C@@H]2CC3=CC(O)=C(O)C=C3)=O)C=C1,NONE,2016/08,Phytoestrogen Metabolism by Adult Human Gut Microbiota,10.3390/molecules21081034
TS0178,HGMMS,Ellagitannin,CC(=O)C[C@@]1(C(=O)C=C2[C@@H]3[C@]1(OC4=C3C(=CC(=C4O)O)C(=O)O[C@@H]5[C@H]6COC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O[C@@H]5[C@H]([C@@H](O6)OC(=O)C9=CC(=C(C(=C9)O)O)O)OC2=O)O)O)O)O)O)O)O)O,hydrolysis,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,NONE,2016/08,Phytoestrogen Metabolism by Adult Human Gut Microbiota,10.3390/molecules21081034
TS0179,HGMMS,Curcumin,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,reduction,COC1=C(O)C=CC(CCC(CC(CCC2=CC(OC)=C(O)C=C2)=O)=O)=C1,NONE,2015/07,The degradation of curcuminoids in a human faecal fermentation model,10.3109/09637486.2015.1095865
TS0180,HGMMS,DMC,O=C(CC(/C=C/C1=CC(OC)=C(O)C=C1)=O)/C=C/C2=CC=C(O)C=C2,reduction,O=C(CCC1=CC=C(C=C1)O)CC(CCC2=CC(OC)=C(C=C2)O)=O,NONE,2015/07,The degradation of curcuminoids in a human faecal fermentation model,10.3109/09637486.2015.1095865
TS0181,HGMMS,Bis-DMC,O=C(CC(/C=C/C1=CC=C(O)C=C1)=O)/C=C/C2=CC=C(O)C=C2,reduction,O=C(CCC1=CC=C(C=C1)O)CC(CCC2=CC=C(C=C2)O)=O,NONE,2015/07,The degradation of curcuminoids in a human faecal fermentation model,10.3109/09637486.2015.1095865
TS0182,HGMMS,Quercetin-4'-o-glucoside,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)OC4C(C(C(C(O4)CO)O)O)O,hydrolysis,O=C(C1=C(O)C=C(O)C=C1O2)C(O)=C2C3=CC(O)=C(O)C=C3,NONE,2014/12,The microbial degradation of onion flavonol glucosides and their roasting products by the human gut bacteria Eubacterium ramulus and Flavonifractor plautii,10.1016/j.foodres.2014.11.051
TS0183,HGMMS,"Quercetin-3,4'-DI-O-glucoside",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,hydrolysis,O=C(C1=C(O)C=C(O)C=C1O2)C(O)=C2C3=CC(O)=C(O)C=C3,NONE,2014/12,The microbial degradation of onion flavonol glucosides and their roasting products by the human gut bacteria Eubacterium ramulus and Flavonifractor plautii,10.1016/j.foodres.2014.11.051
TS0184,HGMMS,Quercitrin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,hydrolysis,OC1=C(C2=CC(O)=C(O)C=C2)OC3=CC(O)=CC(O)=C3C1=O,NONE,1987/12,Hydrolysis of dietary flavonoid glycosides by strains of intestinal Bacteroides from humans,10.1042/bj2480953
TS0185,HGMMS,Robinin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O,hydrolysis,OC1=C(C2=CC=C(O)C=C2)OC3=CC(O)=CC(O)=C3C1=O,NONE,1987/12,Hydrolysis of dietary flavonoid glycosides by strains of intestinal Bacteroides from humans,10.1042/bj2480953
TS0186,HGMMS,kaempferol,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,unknown,NONE,NONE,2007/04,Biotransformation of common bean (Phaseolus vulgaris L.) flavonoid glycosides by bifidobacterium species from human intestinal origin,10.1021/jf062997g
TS0187,HGMMS,Safflor Yellow B,C1=CC(=CC=C1/C=C/C(=C/2\C(=C(C(=O)C(C2=O)(C3C(C(C(C(O3)CO)O)O)O)O)C(C4=C(/C(=C(\C=C/C5=CC=C(C=C5)O)/O)/C(=O)C(C4=O)(C6C(C(C(C(O6)CO)O)O)O)O)O)C(C(C(C(CO)O)O)O)O)O)/O)O,hydrolysis,O=C(C(C1C(O)C(O)C(O)C(CO)O1)(O)C/2=O)/C(C(C2=C(O)/C=C/C3=CC=C(O)C=C3)=O)=C\C4=C(O)/C(C(C(C5C(O)C(O)C(O)C(CO)O5)(O)C4=O)=O)=C(O)\C=C/C6=CC=C(O)C=C6,NONE,1993/01,Metabolism of safflor yellow B by human intestinal bacteria,10.1021/np50091a006
TS0188,HGMMS,trans-resveratrol,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,"reduction, dehydroxylation",OC1=CC(CCC2=CC=C(O)C=C2)=CC(O)=C1,OC1=CC=CC(/C=C/C2=CC=C(O)C=C2)=C1,2013/01,In vivo and in vitro metabolism of trans-resveratrol by human gut microbiota,10.3945/ajcn.112.049379
TS0189,HGMMS,oxyresveratrol,C1=CC(=C(C=C1O)O)/C=C/C2=CC(=CC(=C2)O)O,reduction,OC1=CC(O)=C(CCC2=CC(O)=CC(O)=C2)C=C1,NONE,2019/02,Metabolism of Stilbenoids by Human Faecal Microbiota,10.3390/molecules24061155
TS0190,HGMMS,thunalbene,COC1=CC(=CC(=C1)O)/C=C/C2=CC(=CC=C2)O,dealkylation,OC1=CC(/C=C/C2=CC(O)=CC=C2)=CC(O)=C1,NONE,2019/02,Metabolism of Stilbenoids by Human Faecal Microbiota,10.3390/molecules24061155
TS0191,HGMMS,Myricetin,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,unknown,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,NONE,2015/02,Bioavailability of dietary polyphenols and gut microbiota metabolism: antimicrobial properties,10.1155/2015/905215
TS0192,HGMMS,naringin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,hydrolysis,OC1=CC(O)=C2C(C[C@@H](C3=CC=C(O)C=C3)OC2=C1)=O,NONE,2013/09,Colonic metabolism of dietary polyphenols: influence of structure on microbial fermentation products,10.1016/j.freeradbiomed.2003.09.022
TS0193,HGMMS,Xanthohumol,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)/C=C/C2=CC=C(C=C2)O)O)C,"reduction, dealkylation",C/C(C)=C\CC1=C(O)C(C(CCC2=CC=C(O)C=C2)=O)=C(OC)C=C1O,C/C(C)=C\CC1=C(O)C(C(CCC2=CC=C(O)C=C2)=O)=C(O)C=C1O,2020/01,Reductive Metabolism of Xanthohumol and 8-Prenylnaringenin by the Intestinal Bacterium Eubacterium ramulus,10.1002/mnfr.201800923
TS0194,HGMMS,8-Prenylnaringenin,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C[C@H](O2)C3=CC=C(C=C3)O)C,"reverse Michael addition, reduction",C/C(C)=C\CC1=C(O)C(C(/C=C/C2=CC=C(O)C=C2)=O)=C(O)C=C1O,C/C(C)=C\CC1=C(O)C(C(CCC2=CC=C(O)C=C2)=O)=C(O)C=C1O,2020/01,Reductive Metabolism of Xanthohumol and 8-Prenylnaringenin by the Intestinal Bacterium Eubacterium ramulus,10.1002/mnfr.201800923
TS0195,HGMMS,Desmethylxanthohumol,CC(=CCC1=C(C(=C(C=C1O)O)C(=O)/C=C/C2=CC=C(C=C2)O)O)C,reduction,C/C(C)=C\CC1=C(O)C(C(CCC2=CC=C(O)C=C2)=O)=C(O)C=C1O,NONE,2020/01,Reductive Metabolism of Xanthohumol and 8-Prenylnaringenin by the Intestinal Bacterium Eubacterium ramulus,10.1002/mnfr.201800923
TS0196,HGMMS,Hesperidin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,hydrolysis,COC1=C(O)C=C([C@@H]2CC(C3=C(O)C=C(O)C=C3O2)=O)C=C1,NONE,2006/02,Bioavailability is improved by enzymatic modification of the citrus flavonoid hesperidin in humans: a randomized double-blind crossover trial,10.1093/jn/136.2.404
TS0197,HGMMS,Isoflavone,C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O,reduction,O=C1[C@H](C2=CC=CC=C2)COC3=C1C=CC=C3,NONE,2011/08,Stereospecific microbial production of isoflavanones from isoflavones and isoflavone glucosides,10.1007/s00253-011-3310-7
TS0198,HGMMS,7-Hydroxyisoflavone,C1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,reduction,OC1=CC2=C(C=C1)C([C@H](C3=CC=CC=C3)CO2)=O,NONE,2011/08,Stereospecific microbial production of isoflavanones from isoflavones and isoflavone glucosides,10.1007/s00253-011-3310-7
TS0199,HGMMS,Deleobuvir,CN1C2=C(C=CC(=C2)C(=O)NC3(CCC3)C4=NC5=C(N4C)C=C(C=C5)/C=C/C(=O)O)C(=C1C6=NC=C(C=N6)Br)C7CCCC7,reduction,CN1C2=C(C(C3CCCC3)=C1C4=NC=C(Br)C=N4)C=CC(C(NC5(C6=NC7=C(C=C(CCC(O)=O)C=C7)N6C)CCC5)=O)=C2,NONE,2015/10,Defining the Role of Gut Bacteria in the Metabolism of Deleobuvir: In Vitro and In Vivo Studies,10.1124/dmd.115.064477
TS0200,HGMMS,7-deoxydoxorubicinolone,COC1=CC=CC2=C1C(C3=C(O)C4=C(C(O)=C3C2=O)C[C@](C(CO)=O)(O)CC4)=O,reduction,COC1=CC=CC2=C1C(=O)C3=C(C4=C(CC(CC4)(C(CO)O)O)C(=C3C2=O)O)O,NONE,2017/11,Transformation of the Anticancer Drug Doxorubicin in the Human Gut Microbiome,10.1021/acsinfecdis.7b00166
TS0201,HGMMS,Doxorubicin,C[C@H]1[C@@H](O)[C@@H](N)C[C@H](O[C@H]2C[C@@](C(CO)=O)(O)CC3=C2C(O)=C4C(C(C5=C(C(OC)=CC=C5)C4=O)=O)=C3O)O1,"hydrolysis, reduction",COC1=CC=CC2=C1C(C3=C(C4=C(C[C@](O)(CC4)C(CO)=O)C(O)=C3C2=O)O)=O,COC1=CC=CC2=C1C(=O)C3=C(C4=C(CC(CC4)(C(CO)O)O)C(=C3C2=O)O)O,2017/11,Transformation of the Anticancer Drug Doxorubicin in the Human Gut Microbiome,10.1021/acsinfecdis.7b00166
TS0202,HGMMS,Prunasin,N#C[C@H](O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)C2=CC=CC=C2,hydrolysis,N#CC(O)C1=CC=CC=C1,NONE,2010/06,Metabolites of amygdalin under simulated human digestive fluids,10.3109/09637481003796314
TS0203,HGMMS,TNT,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],reduction,CC1=C([N+]([O-])=O)C=C(N)C=C1N,CC1=C(N)C=C(N)C=C1N,1997/02,246-Trinitrotoluene (TNT) transformation by clostridia isolated from a munition-fed bioreactor: comparison with non-adapted bacteria,10.1038/sj.jim.2900257
TS0204,HGMMS,"2,3-DNT",CC1=C(C(=CC=C1)[N+](=O)[O-])[N+](=O)[O-],reduction,CC1=C([N+]([O-])=O)C(N)=CC=C1,CC1=C(N)C([N+]([O-])=O)=CC=C1,1984/10,Metabolism of dinitrotoluene isomers by Escherichia coli isolated from human intestine,10.1248/cpb.32.4070
TS0205,HGMMS,"2,4-DNT",CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],reduction,CC1=C(N)C=C([N+]([O-])=O)C=C1,CC1=C([N+]([O-])=O)C=C(N)C=C1,1984/10,Metabolism of dinitrotoluene isomers by Escherichia coli isolated from human intestine,10.1248/cpb.32.4070
TS0206,HGMMS,"3,4-DNT",CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],reduction,CC1=CC([N+]([O-])=O)=C(N)C=C1,CC1=CC(N)=C([N+]([O-])=O)C=C1,1984/10,Metabolism of dinitrotoluene isomers by Escherichia coli isolated from human intestine,10.1248/cpb.32.4070
TS0207,HGMMS,1-Nitropyrene,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-],reduction,NC1=C2C=CC3=CC=CC4=C3C2=C(C=C4)C=C1,NONE,1983/07,The role of intestinal microflora in the metabolic reduction of 1-nitropyrene to 1-aminopyrene in conventional and germfree rats and in humans,10.1016/0304-3835(83)90100-3
TS0208,HGMMS,6-Nitrobenzo[a]pyrene,C1=CC=C2C(=C1)C3=C4C(=C2[N+](=O)[O-])C=CC5=CC=CC(=C54)C=C3,reduction,NC1=C2C=CC3=CC=CC4=CC=C(C2=C34)C5=CC=CC=C51,O=NC1=C2C=CC3=CC=CC4=CC=C(C2=C34)C5=CC=CC=C51,1988/11,Nitroreduction of 6-nitrobenzo[a]pyrene: a potential activation pathway in humans,10.1016/0165-7992(88)90028-0
TS0209,HGMMS,2-nitrofluorene,C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-],unknown,NONE,NONE,2000/11,Effects of human intestinal flora on mutagenicity of and DNA adduct formation from food and environmental mutagens,10.1093/carcin/21.11.2105
TS0210,HGMMS,Balsalazide,C1=CC(=CC=C1C(=O)NCCC(=O)[O])N=NC2=CC(=C(C=C2)[O])C(=O)O,reduction,OC1=CC=C(N)C=C1C(O)=O,NONE,1983/07,Studies of two novel sulfasalazine analogs ipsalazide and balsalazide,10.1007/BF01299921
TS0211,HGMMS,Ipsalazide,C1=CC(=CC=C1C(=O)NCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,reduction,OC1=CC=C(N)C=C1C(O)=O,NONE,1983/07,Studies of two novel sulfasalazine analogs ipsalazide and balsalazide,10.1007/BF01299921
TS0212,HGMMS,Glyceryl trinitrate,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],hydrolysis,OC(CO[N+]([O-])=O)CO[N+]([O-])=O,OCC(O)CO[N+]([O-])=O,1993/08,The role of the gastrointestinal microflora in the metabolism of drugs,10.1016/0378-5173(93)90121-U
TS0213,HGMMS,Isosorbide Dinitrate,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],hydrolysis,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@]1(OC[C@H]2O)[H],NONE,1993/08,The role of the gastrointestinal microflora in the metabolism of drugs,10.1016/0378-5173(93)90121-U
TS0214,HGMMS,sennoside A,C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C([C@@H]2[C@@H]5C6=C(C(=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,hydrolysis,OC1=CC=CC2=C1C(C3=C(C=C(C(O)=O)C=C3O)[C@@H]2[C@@H]4C5=C(C(C6=C4C=C(C(O)=O)C=C6O)=O)C(O)=CC=C5)=O,NONE,1980/11,Metabolism of sennosides by human intestinal bacteria,10.1159/000138437
TS0215,HGMMS,8-glucosyl-rhein anthrone,O=C(O)c4cc(O)c3C(=O)c1c(cccc1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc3c4,hydrolysis,O=C(c1cc2c(C(c3c(O)cccc3C2)=O)c(O)c1)O,NONE,1980/11,Metabolism of sennosides by human intestinal bacteria,10.1159/000138437
TS0216,HGMMS,methamphetamine,C[C@@H](CC1=CC=CC=C1)NC,dealkylation,C[C@H](N)CC1=CC=CC=C1,NONE,1973/05,The demethylation of methamphetamine by intestinal microflora,10.1111/j.2042-7158.1973.tb10043.x
TS0217,HGMMS,Budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,unknown,NONE,NONE,2013/11,Colonic bacterial metabolism of corticosteroids,10.1016/j.ijpharm.2013.09.007
TS0218,HGMMS,Beclometasone dipropionate,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC,unknown,NONE,NONE,2013/11,Colonic bacterial metabolism of corticosteroids,10.1016/j.ijpharm.2013.09.007
TS0219,HGMMS,Urolithin M-6,OC1=C(O)C(O)=C(C2=C(OC3=O)C=C(O)C=C2)C3=C1,dehydroxylation,OC1=C(O)C=C(C2=C(OC3=O)C=C(O)C=C2)C3=C1,NONE,2014/08,Description of urolithin production capacity from ellagic acid of two human intestinal Gordonibacter species,10.1039/c4fo00092g
TS0220,HGMMS,mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2,unknown,NONE,NONE,2016/09,Microbial metabolism of thiopurines: A method to measure thioguanine nucleotides,10.1016/j.mimet.2016.07.017
TS0221,HGMMS,5-aminosalicylate,C1=CC(=C(C=C1N)C(=O)O)O,acetylation ,O=C(O)C1=C(O)C=CC(NC(C)=O)=C1,NONE,1987/11,Role of the intestinal flora in the acetylation of sulfasalazine metabolites,10.1016/0006-2952(87)90034-7
TS0222,HGMMS,Sulfapyridine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,acetylation ,O=S(NC1=CC=CC=N1)(C2=CC=C(NC(C)=O)C=C2)=O,NONE,1987/11,Role of the intestinal flora in the acetylation of sulfasalazine metabolites,10.1016/0006-2952(87)90034-7
TS0223,HGMMS,Acetaminophen sulfate,CC(=O)NC1=CC=C(C=C1)OS(=O)(=O)O,unknown,NONE,NONE,2019/01,I-Screen: an ex vivo human microbiome platform to study microbiome induced reverse metabolism of metabolites back to parent,TNO: 871815
TS0224,HGMMS,Mycophenolic Acid Glucuronide,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O,unknown,NONE,NONE,2019/01,I-Screen: an ex vivo human microbiome platform to study microbiome induced reverse metabolism of metabolites back to parent,TNO: 871815
TS0225,HGMMS,Benzydamine N-oxide,C[N+](C)(CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3)[O-],unknown,NONE,NONE,2019/01,I-Screen: an ex vivo human microbiome platform to study microbiome induced reverse metabolism of metabolites back to parent,TNO: 871815
TS0226,HGMMS,Imipramine N-Oxide,C[N+](C)(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)[O-],unknown,NONE,NONE,2019/01,I-Screen: an ex vivo human microbiome platform to study microbiome induced reverse metabolism of metabolites back to parent,TNO: 871815
TS0227,HGMMS,SN-38 Glucuronide,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O,unknown,NONE,NONE,2019/01,I-Screen: an ex vivo human microbiome platform to study microbiome induced reverse metabolism of metabolites back to parent,TNO: 871815
TS0228,HGMMS,Raloxifene 6-Glucuronide,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C6=CC=C(C=C6)O,unknown,NONE,NONE,2019/01,I-Screen: an ex vivo human microbiome platform to study microbiome induced reverse metabolism of metabolites back to parent,TNO: 871815
TS0229,HGMMS,Azetirelin,C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CC(=O)N3)C(=O)N,unknown,NONE,NONE,1997/08,Metabolism of azetirelin a new thyrotropin-releasing hormone (TRH) analogue by intestinal microorganisms,10.1023/a:1012141025938
TS0230,HGMMS,4-Nitrobenzoic acid,[2H]C1=C(C(=C(C(=C1C(=O)O)[2H])[2H])[N+](=O)[O-])[2H],reduction,O=C(O)C1=CC=C(N)C=C1,NONE,1972/03,Metabolism of azetirelin a new thyrotropin-releasing hormone (TRH) analogue by intestinal microorganisms,10.1111/j.1600-0773.1972.tb03610.x
TS0231,HGMMS,3-Hydroxycinnamic acid,C1=CC(=CC(=C1)O)/C=C/C(=O)O,reduction,OC1=CC=CC(CCC(O)=O)=C1,NONE,1972/03,Metabolism of azetirelin a new thyrotropin-releasing hormone (TRH) analogue by intestinal microorganisms,10.1111/j.1600-0773.1972.tb03610.x
TS0232,HGMMS,Acid yellow,CC1=C(C(=O)N(N1)C2=CC=C(C=C2)S(=O)(=O)O)N=NC3=CC=CC=C3,unknown,NONE,NONE,1972/03,Metabolism of azetirelin a new thyrotropin-releasing hormone (TRH) analogue by intestinal microorganisms,10.1111/j.1600-0773.1972.tb03610.x
TS0233,HGMMS,N-Nitrosodiphenylamine,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,reduction,C1(NC2=CC=CC=C2)=CC=CC=C1,NONE,1975/01,Degradation of N-nitrosamines by intestinal bacteria,10.1128/am.29.1.7-12.1975
TS0234,HGMMS,N-nitrosopyrrolidine,C1CCN(C1)N=O,reduction,C1CCNC1,NONE,1975/01,Degradation of N-nitrosamines by intestinal bacteria,10.1128/am.29.1.7-12.1975
TS0235,HGMMS,N-Nitrosodimethylamine,CN(C)N=O,reduction,CNC,NONE,1975/01,Degradation of N-nitrosamines by intestinal bacteria,10.1128/am.29.1.7-12.1975
TS0236,HGMMS,chloromycetin derivative-1,OC[C@@H](NC(CCl)=O)[C@H](O)C1=CC=C([N+]([O-])=O)C=C1,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0237,HGMMS,chloromycetin derivative-2,OC[C@@H](NC(C(Cl)(Cl)Cl)=O)[C@H](O)C1=CC=C([N+]([O-])=O)C=C1,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0238,HGMMS,chloromycetin derivative-3,OC[C@@H](NC(C(C)(C)C)=O)[C@H](O)C1=CC=C([N+]([O-])=O)C=C1,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0239,HGMMS,chloromycetin derivative-4,OC[C@@H](NC(CI)=O)[C@H](O)C1=CC=C([N+]([O-])=O)C=C1,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0240,HGMMS,chloromycetin derivative-5,OC[C@@H](NC(C(Br)Br)=O)[C@H](O)C1=CC=C([N+]([O-])=O)C=C1,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0241,HGMMS,chloromycetin derivative-6,OC[C@@H](NC(C(C)C)=O)[C@H](O)C1=CC=C([N+]([O-])=O)C=C1,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0242,HGMMS,chloromycetin derivative-7,O=C(C(Cl)Cl)NC[C@H](O)C1=CC=C([N+]([O-])=O)C=C1,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0243,HGMMS,chloromycetin derivative-8,C[C@@H](NC(C(Cl)Cl)=O)CC1=CC=C([N+]([O-])=O)C=C1,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0244,HGMMS,chloromycetin derivative-9,CC[C@H](C1=CC=C([N+]([O-])=O)C=C1)NC(C(Cl)Cl)=O,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0245,HGMMS,chloromycetin derivative-10,C[C@H](C1=CC=C([N+]([O-])=O)C=C1)NC(C(Cl)Cl)=O,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0246,HGMMS,chloromycetin derivative-11,O=C(C(Cl)Cl)NCC1=CC=C([N+]([O-])=O)C=C1,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0247,HGMMS,chloromycetin derivative-12,O=C(C(Cl)Cl)NC1=CC=C([N+]([O-])=O)C=C1,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0248,HGMMS,chloromycetin derivative-13,O=C(N[C@@H]([C@@H](C1=CC=C(C=C1)[N+]([O-])=O)OC(C)=O)COC(C)=O)C(Cl)Cl,unknown,NONE,NONE,1953/03,Reduction of chloromycetin and related compounds by Escherichia coli,10.1128/jb.65.3.313-317.1953
TS0249,HGMMS,cholestenone,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,reduction,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@@H](C4)O)C)C,NONE,2020/08,Cholesterol Metabolism by Uncultured Human Gut Bacteria Influences Host Cholesterol Level,10.1016/j.chom.2020.05.013
TS0250,HGMMS,Puerarin,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,unknown,NONE,NONE,2015/10,Gut Microbiota-Mediated Drug-Antibiotic Interactions,10.1124/dmd.115.063867
TS0251,HGMMS,cyclamate,C1CCC(CC1)NS(=O)(=O)O,hydrolysis,NC1CCCCC1,NONE,1972/10,The role of the gut flora in the metabolism of cyclamate,10.1042/bj1290881
TS0252,HGMMS,amygdalin,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,hydrolysis,N#C[C@H](O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)C2=CC=CC=C2,N#CC(O)C1=CC=CC=C1,2010/06,Metabolites of amygdalin under simulated human digestive fluids,10.3109/09637481003796314
